OrderID,ShipMode,CustomerID,CustomerName,Segment,City,State,Country,Market,Region,ProductID,Category,Sub-Category,ProductName,Sales,Quantity,Discount,Profit,ShippingCost,OrderPriority
F-21095,First Class,F-924,William Sparks,Corporate,Mumbai,West Bengal,India,APAC,North,FUR-8881,Furniture,Storage,Steel File Cabinet,6039.34,2,0.0,736.28,145.65,Critical
F-21096,First Class,F-190,Kevin Wolf,Corporate,Kochi,Kerala,India,APAC,Central,FUR-5231,Furniture,Tables,Wooden Study Table,4136.2,2,0.05,161.54,254.48,Critical
F-21097,Same Day,F-578,Jeremy Green,Corporate,Jaipur,Telangana,India,APAC,East,FUR-7236,Furniture,Chairs,Adjustable Desk Chair,2338.58,3,0.05,1150.43,234.4,Critical
F-21098,Standard Class,F-739,Steven King,Corporate,Kochi,Kerala,India,APAC,East,FUR-7090,Furniture,Bookcases,Compact Wall Shelf,8889.28,4,0.05,1216.23,270.85,Critical
F-21099,Second Class,F-873,Daniel Hooper,Home Office,Kolkata,Tamil Nadu,India,APAC,West,FUR-8110,Furniture,Storage,Steel File Cabinet,9866.13,4,0.0,781.27,240.49,Medium
F-21100,First Class,F-849,Austin Morgan,Consumer,Hyderabad,Tamil Nadu,India,APAC,East,FUR-1318,Furniture,Chairs,Leather Executive Chair,7907.14,1,0.05,1282.23,251.59,Medium
F-21101,Standard Class,F-984,Devon Hill,Consumer,Kochi,Telangana,India,APAC,South,FUR-5189,Furniture,Storage,Steel File Cabinet,7971.12,1,0.05,295.55,302.26,Low
F-21102,First Class,F-547,Christina Johnston,Consumer,Mumbai,Maharashtra,India,APAC,Central,FUR-9622,Furniture,Chairs,Adjustable Desk Chair,8528.45,3,0.1,812.66,149.93,High
F-21103,Second Class,F-532,Tabitha Romero,Corporate,Delhi,Rajasthan,India,APAC,Central,FUR-4677,Furniture,Chairs,Leather Executive Chair,3201.0,3,0.05,1442.35,139.03,High
F-21104,Same Day,F-286,Martha Curtis,Corporate,Mumbai,Delhi,India,APAC,Central,FUR-7291,Furniture,Tables,Wooden Study Table,9125.93,5,0.0,1473.43,360.19,High
F-21105,Same Day,F-227,Richard Ramirez,Corporate,Kolkata,Gujarat,India,APAC,South,FUR-5203,Furniture,Tables,Round Coffee Table,2418.38,1,0.0,425.82,428.9,Medium
F-21106,Same Day,F-543,Jill Perez,Home Office,Bhopal,Maharashtra,India,APAC,North,FUR-9990,Furniture,Tables,Wooden Study Table,4682.32,4,0.05,503.15,324.02,Critical
F-21107,Standard Class,F-931,Rachael Johnson,Home Office,Chennai,Gujarat,India,APAC,West,FUR-4943,Furniture,Tables,Round Coffee Table,6107.63,2,0.05,471.94,148.8,High
F-21108,First Class,F-122,Dennis Roberts,Consumer,Mumbai,Tamil Nadu,India,APAC,North,FUR-2751,Furniture,Bookcases,Wooden Bookshelf,6204.16,2,0.1,404.97,323.47,Low
F-21109,Standard Class,F-293,Molly Bryan,Home Office,Hyderabad,Kerala,India,APAC,North,FUR-5654,Furniture,Storage,2-Door Wardrobe,2340.92,2,0.1,759.31,372.56,Critical
F-21110,Second Class,F-511,Joseph Sanchez,Consumer,Bangalore,Rajasthan,India,APAC,Central,FUR-6702,Furniture,Bookcases,Compact Wall Shelf,2258.45,2,0.0,956.56,221.35,Medium
F-21111,First Class,F-305,Cody Gray,Corporate,Bangalore,Telangana,India,APAC,North,FUR-9573,Furniture,Chairs,Adjustable Desk Chair,7108.61,4,0.1,320.73,286.53,High
F-21112,Standard Class,F-742,Jennifer Vega,Home Office,Hyderabad,Madhya Pradesh,India,APAC,West,FUR-9163,Furniture,Storage,Steel File Cabinet,8940.85,4,0.05,909.32,442.95,Low
F-21113,Standard Class,F-389,Stacy Dean,Home Office,Ahmedabad,Tamil Nadu,India,APAC,North,FUR-6974,Furniture,Storage,Steel File Cabinet,2471.24,3,0.0,760.54,341.22,Medium
F-21114,Standard Class,F-997,James Byrd,Home Office,Mumbai,Madhya Pradesh,India,APAC,North,FUR-6258,Furniture,Tables,Modular Work Table,6395.56,1,0.05,1382.9,298.52,Low
F-21115,Second Class,F-971,Anthony Cain,Consumer,Delhi,Telangana,India,APAC,Central,FUR-5142,Furniture,Chairs,Ergonomic Office Chair,3419.09,5,0.0,829.87,495.29,Critical
F-21116,Standard Class,F-505,Jeffery Anderson,Consumer,Kolkata,Rajasthan,India,APAC,South,FUR-6987,Furniture,Storage,Steel File Cabinet,4617.31,2,0.0,233.18,135.62,High
F-21117,First Class,F-522,Alexis Young DDS,Consumer,Kochi,Maharashtra,India,APAC,North,FUR-4739,Furniture,Tables,Modular Work Table,4288.8,2,0.0,1320.38,446.46,Critical
F-21118,Same Day,F-710,Edward Hernandez,Consumer,Bhopal,Delhi,India,APAC,Central,FUR-6995,Furniture,Chairs,Adjustable Desk Chair,4411.06,5,0.05,632.39,215.1,Low
F-21119,Same Day,F-271,Taylor Moore,Corporate,Jaipur,Maharashtra,India,APAC,South,FUR-2465,Furniture,Bookcases,Compact Wall Shelf,2263.41,1,0.0,557.99,262.16,Critical
F-21120,First Class,F-769,Emily Munoz,Home Office,Bhopal,Delhi,India,APAC,North,FUR-2852,Furniture,Tables,Round Coffee Table,9165.8,4,0.05,1274.09,183.59,Critical
F-21121,Same Day,F-527,Joyce Burns,Home Office,Kolkata,Telangana,India,APAC,South,FUR-1233,Furniture,Tables,Modular Work Table,4899.26,1,0.05,513.1,445.32,Low
F-21122,Standard Class,F-308,Matthew Leon,Corporate,Delhi,West Bengal,India,APAC,South,FUR-2742,Furniture,Storage,Steel File Cabinet,2945.72,3,0.0,274.76,492.79,Low
F-21123,First Class,F-682,Ashley Moore,Home Office,Kochi,Gujarat,India,APAC,North,FUR-3996,Furniture,Chairs,Ergonomic Office Chair,4563.39,3,0.0,679.2,234.6,Low
F-21124,Second Class,F-991,Joshua Larson,Home Office,Kolkata,Delhi,India,APAC,South,FUR-9415,Furniture,Tables,Modular Work Table,8085.27,1,0.0,1018.71,444.51,Medium
F-21125,Standard Class,F-849,Jennifer Mccarthy,Consumer,Kolkata,Madhya Pradesh,India,APAC,South,FUR-7988,Furniture,Chairs,Ergonomic Office Chair,6709.02,2,0.05,567.84,229.09,Critical
F-21126,Standard Class,F-472,Jessica Rios,Corporate,Bhopal,Maharashtra,India,APAC,East,FUR-4531,Furniture,Bookcases,Compact Wall Shelf,3212.42,2,0.1,385.11,223.26,Medium
F-21127,Same Day,F-464,Chelsea Lynch,Home Office,Bangalore,Maharashtra,India,APAC,West,FUR-7395,Furniture,Storage,2-Door Wardrobe,6434.93,2,0.05,1146.53,227.48,Low
F-21128,Standard Class,F-680,Elizabeth Pittman,Corporate,Kochi,Telangana,India,APAC,North,FUR-3809,Furniture,Bookcases,Wooden Bookshelf,5489.07,1,0.1,569.94,218.56,High
F-21129,Same Day,F-654,Kristi Sloan,Corporate,Kochi,Kerala,India,APAC,Central,FUR-4266,Furniture,Tables,Modular Work Table,8328.07,1,0.1,1264.76,466.16,Medium
F-21130,Second Class,F-110,Rachel Clarke,Corporate,Mumbai,Karnataka,India,APAC,North,FUR-8121,Furniture,Storage,Steel File Cabinet,7627.64,1,0.05,199.11,171.84,Low
F-21131,Standard Class,F-576,Laurie Brown,Consumer,Bangalore,Telangana,India,APAC,South,FUR-2499,Furniture,Chairs,Ergonomic Office Chair,3127.79,5,0.1,981.61,354.33,Low
F-21132,Second Class,F-109,Daniel Kramer,Corporate,Hyderabad,Gujarat,India,APAC,South,FUR-7916,Furniture,Tables,Round Coffee Table,9546.06,3,0.0,135.36,236.14,Low
F-21133,First Class,F-919,James Mathews,Consumer,Delhi,Gujarat,India,APAC,North,FUR-5417,Furniture,Chairs,Leather Executive Chair,5856.22,4,0.0,1426.3,402.57,Low
F-21134,Standard Class,F-323,Samantha Carpenter,Corporate,Jaipur,Kerala,India,APAC,Central,FUR-1363,Furniture,Chairs,Ergonomic Office Chair,8576.32,1,0.05,441.74,113.25,High
F-21135,First Class,F-441,Kimberly Taylor,Consumer,Jaipur,Karnataka,India,APAC,South,FUR-2009,Furniture,Bookcases,Wooden Bookshelf,8460.01,3,0.0,942.8,398.93,Medium
F-21136,Same Day,F-965,Maria Diaz,Consumer,Ahmedabad,Kerala,India,APAC,East,FUR-9721,Furniture,Chairs,Adjustable Desk Chair,3098.03,3,0.0,642.89,388.82,Medium
F-21137,Second Class,F-897,Julia Sanchez,Corporate,Jaipur,Kerala,India,APAC,North,FUR-5315,Furniture,Tables,Wooden Study Table,3108.2,5,0.1,550.56,344.06,Medium
F-21138,Standard Class,F-177,Kyle Black,Home Office,Ahmedabad,Karnataka,India,APAC,West,FUR-1640,Furniture,Storage,2-Door Wardrobe,3497.69,1,0.05,238.91,443.09,Low
F-21139,Same Day,F-359,Sarah Aguilar,Home Office,Kolkata,Kerala,India,APAC,West,FUR-9913,Furniture,Tables,Modular Work Table,4304.97,4,0.1,909.46,177.38,Low
F-21140,Same Day,F-945,Nancy Wheeler,Consumer,Kolkata,West Bengal,India,APAC,North,FUR-4961,Furniture,Tables,Wooden Study Table,6986.43,2,0.05,561.92,468.3,Medium
F-21141,Second Class,F-594,George Hancock,Corporate,Kolkata,Tamil Nadu,India,APAC,East,FUR-8635,Furniture,Tables,Round Coffee Table,3343.08,1,0.0,606.61,271.42,Low
F-21142,Standard Class,F-613,Andrew Lambert,Corporate,Jaipur,Madhya Pradesh,India,APAC,South,FUR-5013,Furniture,Storage,Steel File Cabinet,4937.72,3,0.05,763.83,206.57,Low
F-21143,Standard Class,F-769,Brendan Moore Jr.,Home Office,Kolkata,Delhi,India,APAC,West,FUR-1775,Furniture,Tables,Wooden Study Table,4757.47,5,0.1,759.64,248.6,Low
F-21144,Second Class,F-684,Savannah Rodriguez,Consumer,Kochi,Tamil Nadu,India,APAC,East,FUR-9816,Furniture,Bookcases,Wooden Bookshelf,6240.66,3,0.1,1283.48,151.47,Low
F-21145,Standard Class,F-866,Jennifer Stanley,Consumer,Jaipur,Madhya Pradesh,India,APAC,North,FUR-7941,Furniture,Chairs,Leather Executive Chair,9250.29,1,0.05,863.38,307.62,Critical
F-21146,Second Class,F-264,Sarah Moore,Consumer,Kolkata,Gujarat,India,APAC,Central,FUR-5423,Furniture,Bookcases,Compact Wall Shelf,7793.96,5,0.0,1085.22,433.0,Low
F-21147,Standard Class,F-104,Gina White,Home Office,Jaipur,Delhi,India,APAC,Central,FUR-4896,Furniture,Bookcases,Wooden Bookshelf,7633.0,3,0.05,999.2,320.87,Critical
F-21148,Second Class,F-892,Robert Gibson,Corporate,Ahmedabad,Gujarat,India,APAC,North,FUR-8858,Furniture,Bookcases,Wooden Bookshelf,5975.47,4,0.0,1216.06,184.01,Low
F-21149,Same Day,F-513,Alison Mathews,Consumer,Ahmedabad,Delhi,India,APAC,East,FUR-4098,Furniture,Bookcases,Wooden Bookshelf,6647.94,2,0.1,358.37,274.79,High
F-21150,Standard Class,F-479,Meredith Schaefer,Corporate,Bhopal,Rajasthan,India,APAC,South,FUR-3739,Furniture,Storage,Steel File Cabinet,2605.62,1,0.0,1257.55,213.61,Medium
F-21151,First Class,F-284,Laura Mccullough,Corporate,Mumbai,Tamil Nadu,India,APAC,West,FUR-8813,Furniture,Tables,Modular Work Table,7912.17,1,0.0,483.97,278.6,Critical
F-21152,First Class,F-451,Lance Day,Corporate,Hyderabad,West Bengal,India,APAC,Central,FUR-6145,Furniture,Tables,Wooden Study Table,6947.36,5,0.05,670.03,107.23,Critical
F-21153,Standard Class,F-980,Mrs. Leah Spencer,Home Office,Ahmedabad,West Bengal,India,APAC,East,FUR-1413,Furniture,Storage,Steel File Cabinet,6911.97,3,0.1,208.88,327.25,Low
F-21154,Same Day,F-123,Debbie Lamb,Consumer,Delhi,Kerala,India,APAC,West,FUR-6081,Furniture,Bookcases,Compact Wall Shelf,6889.67,4,0.05,994.13,111.98,Medium
F-21155,Standard Class,F-669,Anthony Ford,Consumer,Chennai,Telangana,India,APAC,East,FUR-1189,Furniture,Tables,Round Coffee Table,3883.21,2,0.05,1139.42,143.15,Critical
F-21156,First Class,F-882,Gabrielle Boyle,Corporate,Chennai,Maharashtra,India,APAC,East,FUR-5338,Furniture,Bookcases,Wooden Bookshelf,3122.9,4,0.1,125.07,107.42,Critical
F-21157,First Class,F-907,Jason Beasley,Home Office,Chennai,West Bengal,India,APAC,West,FUR-3859,Furniture,Storage,Steel File Cabinet,7217.15,1,0.05,1219.02,306.67,Medium
F-21158,First Class,F-274,Anthony Oliver,Corporate,Kochi,Maharashtra,India,APAC,West,FUR-5007,Furniture,Bookcases,Compact Wall Shelf,4411.55,5,0.0,1489.55,272.74,Low
F-21159,Same Day,F-809,Lindsey Savage,Corporate,Chennai,Telangana,India,APAC,North,FUR-1368,Furniture,Tables,Wooden Study Table,7817.1,4,0.1,639.56,312.68,Critical
F-21160,Standard Class,F-598,Susan Hansen,Corporate,Ahmedabad,Karnataka,India,APAC,South,FUR-9804,Furniture,Tables,Modular Work Table,5542.68,4,0.0,792.32,164.71,Low
F-21161,First Class,F-847,Vanessa Wise,Home Office,Delhi,Delhi,India,APAC,Central,FUR-3752,Furniture,Storage,2-Door Wardrobe,5905.92,3,0.1,735.51,265.27,High
F-21162,Same Day,F-816,Daniel Riddle,Consumer,Kochi,Tamil Nadu,India,APAC,East,FUR-6258,Furniture,Storage,2-Door Wardrobe,3739.66,3,0.1,1084.34,208.28,Low
F-21163,First Class,F-996,Amanda Stone,Home Office,Hyderabad,Madhya Pradesh,India,APAC,South,FUR-1605,Furniture,Chairs,Leather Executive Chair,3560.78,4,0.1,224.19,212.54,Low
F-21164,Standard Class,F-746,Juan Black,Home Office,Mumbai,Rajasthan,India,APAC,North,FUR-2332,Furniture,Chairs,Ergonomic Office Chair,2376.96,1,0.0,369.84,380.2,High
F-21165,Standard Class,F-207,Lauren Smith,Corporate,Kochi,Madhya Pradesh,India,APAC,West,FUR-7580,Furniture,Storage,2-Door Wardrobe,9671.54,1,0.0,1124.61,377.33,Low
F-21166,Same Day,F-202,Steve Nelson,Consumer,Chennai,Delhi,India,APAC,North,FUR-2544,Furniture,Storage,2-Door Wardrobe,3140.38,2,0.05,574.28,181.79,Low
F-21167,Standard Class,F-442,William Gonzales,Consumer,Hyderabad,Rajasthan,India,APAC,North,FUR-8217,Furniture,Chairs,Adjustable Desk Chair,8988.2,1,0.05,461.86,439.23,Low
F-21168,Standard Class,F-180,Christopher White,Corporate,Chennai,Karnataka,India,APAC,South,FUR-6059,Furniture,Tables,Round Coffee Table,3124.63,3,0.1,149.48,482.32,Medium
F-21169,Same Day,F-226,Sydney White,Consumer,Ahmedabad,Madhya Pradesh,India,APAC,East,FUR-2649,Furniture,Chairs,Ergonomic Office Chair,3621.46,5,0.05,477.04,134.04,Medium
F-21170,Second Class,F-611,Cheryl Hampton DDS,Corporate,Hyderabad,Telangana,India,APAC,West,FUR-1355,Furniture,Tables,Modular Work Table,9801.61,4,0.0,1066.83,410.52,Low
F-21171,Standard Class,F-544,Raymond Smith,Corporate,Chennai,Delhi,India,APAC,East,FUR-8252,Furniture,Chairs,Leather Executive Chair,2881.19,3,0.0,102.1,454.7,Low
F-21172,Second Class,F-327,Marc Leblanc,Home Office,Kochi,Madhya Pradesh,India,APAC,West,FUR-9496,Furniture,Tables,Modular Work Table,9882.02,5,0.05,967.26,350.15,Low
F-21173,First Class,F-651,Monica Chapman,Consumer,Bhopal,West Bengal,India,APAC,Central,FUR-4033,Furniture,Storage,2-Door Wardrobe,6373.52,1,0.1,312.71,104.27,Low
F-21174,First Class,F-692,Rebecca Wood,Consumer,Hyderabad,Madhya Pradesh,India,APAC,West,FUR-9036,Furniture,Storage,Steel File Cabinet,8646.48,4,0.1,1334.73,323.07,Critical
F-21175,Second Class,F-915,Alison Carey,Home Office,Delhi,Kerala,India,APAC,West,FUR-5509,Furniture,Tables,Wooden Study Table,2216.0,3,0.0,430.25,275.03,Medium
F-21176,Same Day,F-479,Caitlin Klein,Home Office,Ahmedabad,Karnataka,India,APAC,East,FUR-5035,Furniture,Bookcases,Compact Wall Shelf,4717.42,2,0.05,1060.82,438.99,Low
F-21177,Second Class,F-356,Robert Rogers,Home Office,Bangalore,Tamil Nadu,India,APAC,West,FUR-1051,Furniture,Chairs,Leather Executive Chair,5868.86,2,0.1,370.83,331.73,Critical
F-21178,Same Day,F-459,Ronald Murphy,Home Office,Ahmedabad,West Bengal,India,APAC,South,FUR-3517,Furniture,Tables,Modular Work Table,6889.42,5,0.1,319.13,467.11,Medium
F-21179,Second Class,F-523,Alexis Richardson,Consumer,Kolkata,Delhi,India,APAC,South,FUR-3050,Furniture,Bookcases,Compact Wall Shelf,6738.37,5,0.05,1211.92,364.16,Medium
F-21180,Same Day,F-459,Taylor Stanton,Corporate,Bangalore,Kerala,India,APAC,Central,FUR-8818,Furniture,Chairs,Adjustable Desk Chair,4433.42,1,0.1,234.04,267.91,Low
F-21181,First Class,F-630,Lauren Solis,Corporate,Jaipur,Maharashtra,India,APAC,West,FUR-2595,Furniture,Chairs,Ergonomic Office Chair,9716.23,5,0.05,548.65,276.71,Critical
F-21182,First Class,F-197,Luis Jackson,Corporate,Bangalore,Delhi,India,APAC,North,FUR-7848,Furniture,Chairs,Leather Executive Chair,9194.72,4,0.05,561.07,254.62,Critical
F-21183,Second Class,F-182,Jacqueline Sherman,Consumer,Jaipur,Tamil Nadu,India,APAC,West,FUR-6418,Furniture,Storage,2-Door Wardrobe,4170.74,1,0.0,1065.65,274.94,High
F-21184,Standard Class,F-265,Ronald Robinson,Corporate,Mumbai,Telangana,India,APAC,Central,FUR-6572,Furniture,Chairs,Adjustable Desk Chair,6392.55,4,0.1,1142.1,251.67,Low
F-21185,Standard Class,F-917,Grant Estrada,Corporate,Ahmedabad,Tamil Nadu,India,APAC,South,FUR-2825,Furniture,Storage,Steel File Cabinet,5611.86,3,0.0,1205.93,151.62,Medium
F-21186,Second Class,F-622,Stephen Johnson,Corporate,Ahmedabad,Telangana,India,APAC,East,FUR-9598,Furniture,Chairs,Leather Executive Chair,5132.61,3,0.0,1131.95,391.35,Medium
F-21187,Same Day,F-302,Michele Salinas,Home Office,Delhi,Tamil Nadu,India,APAC,East,FUR-3034,Furniture,Tables,Round Coffee Table,3436.84,2,0.1,658.13,435.3,High
F-21188,Second Class,F-328,Mary Gallagher,Consumer,Kolkata,Kerala,India,APAC,South,FUR-2604,Furniture,Storage,Steel File Cabinet,9042.6,5,0.1,1259.95,183.94,Medium
F-21189,Same Day,F-429,Stephen Williams,Home Office,Kochi,Delhi,India,APAC,South,FUR-3923,Furniture,Chairs,Leather Executive Chair,6083.63,1,0.0,1029.64,490.99,Low
F-21190,First Class,F-871,Mark Cross,Home Office,Ahmedabad,West Bengal,India,APAC,Central,FUR-7296,Furniture,Chairs,Adjustable Desk Chair,4720.13,2,0.1,951.41,227.16,Low
F-21191,Second Class,F-682,Zachary Combs,Home Office,Hyderabad,Delhi,India,APAC,East,FUR-8029,Furniture,Tables,Wooden Study Table,4889.3,5,0.0,533.62,364.24,Critical
F-21192,First Class,F-393,Carrie Lane,Home Office,Bhopal,Kerala,India,APAC,East,FUR-4332,Furniture,Chairs,Leather Executive Chair,6556.66,3,0.1,259.67,168.8,Medium
F-21193,Same Day,F-813,Frank Martinez,Home Office,Ahmedabad,Rajasthan,India,APAC,West,FUR-2995,Furniture,Tables,Wooden Study Table,8748.9,3,0.05,914.53,358.78,High
F-21194,Same Day,F-447,Bruce George,Corporate,Bangalore,West Bengal,India,APAC,East,FUR-4532,Furniture,Chairs,Adjustable Desk Chair,2380.36,1,0.05,837.58,236.64,High
F-21195,Standard Class,F-578,Susan Patterson,Home Office,Ahmedabad,Maharashtra,India,APAC,South,FUR-9427,Furniture,Bookcases,Wooden Bookshelf,3750.38,4,0.1,385.48,441.02,Low
F-21196,Standard Class,F-117,Karen Horn,Corporate,Chennai,Karnataka,India,APAC,East,FUR-4425,Furniture,Storage,Steel File Cabinet,6125.5,3,0.05,1198.76,442.89,Low
F-21197,Standard Class,F-303,Jennifer Scott,Corporate,Mumbai,Karnataka,India,APAC,Central,FUR-9854,Furniture,Bookcases,Wooden Bookshelf,9999.72,1,0.05,1161.27,310.15,Medium
F-21198,First Class,F-151,Michael Smith,Consumer,Jaipur,Kerala,India,APAC,Central,FUR-4526,Furniture,Bookcases,Wooden Bookshelf,6551.25,2,0.0,189.91,123.84,Low
F-21199,Standard Class,F-298,Daniel Price,Home Office,Delhi,Kerala,India,APAC,South,FUR-7891,Furniture,Storage,2-Door Wardrobe,6045.35,5,0.1,975.28,163.13,Medium
F-21200,Same Day,F-392,Brittany Jackson,Corporate,Delhi,Gujarat,India,APAC,South,FUR-4535,Furniture,Storage,Steel File Cabinet,2528.78,1,0.1,1314.3,464.9,High
F-21201,First Class,F-198,Jeffrey Mcintyre,Consumer,Ahmedabad,West Bengal,India,APAC,West,FUR-3290,Furniture,Bookcases,Compact Wall Shelf,3330.94,1,0.1,728.85,358.83,Low
F-21202,First Class,F-618,Ashley Thomas,Consumer,Kochi,Kerala,India,APAC,South,FUR-1559,Furniture,Chairs,Adjustable Desk Chair,2108.36,3,0.05,1125.11,350.03,Critical
F-21203,Same Day,F-919,Melinda Hill,Consumer,Kochi,Maharashtra,India,APAC,East,FUR-2737,Furniture,Storage,Steel File Cabinet,9263.39,5,0.0,800.49,100.87,Low
F-21204,Standard Class,F-198,Jeffrey Hart,Home Office,Jaipur,Kerala,India,APAC,Central,FUR-7208,Furniture,Tables,Modular Work Table,7678.87,1,0.1,760.68,406.16,Medium
F-21205,Same Day,F-124,Cindy Fritz,Corporate,Chennai,Telangana,India,APAC,South,FUR-7514,Furniture,Tables,Modular Work Table,2987.98,5,0.1,501.75,434.66,High
F-21206,Standard Class,F-927,Robert Watson,Corporate,Chennai,Rajasthan,India,APAC,South,FUR-4039,Furniture,Tables,Round Coffee Table,5866.72,4,0.1,1373.9,333.29,Critical
F-21207,Same Day,F-518,Carmen Wilcox,Home Office,Jaipur,Karnataka,India,APAC,South,FUR-3858,Furniture,Chairs,Adjustable Desk Chair,3133.07,2,0.0,1209.45,324.63,Low
F-21208,First Class,F-878,Adam Mccullough,Home Office,Ahmedabad,Delhi,India,APAC,Central,FUR-9615,Furniture,Tables,Wooden Study Table,6688.23,3,0.1,532.63,286.04,Medium
F-21209,Standard Class,F-322,Rachel Houston,Corporate,Chennai,West Bengal,India,APAC,Central,FUR-2446,Furniture,Chairs,Adjustable Desk Chair,2233.05,2,0.05,1324.15,286.39,Critical
F-21210,First Class,F-607,Joe Cox,Corporate,Mumbai,Tamil Nadu,India,APAC,East,FUR-4296,Furniture,Storage,2-Door Wardrobe,3141.89,1,0.05,878.95,219.31,High
F-21211,Standard Class,F-517,Monica Mendoza,Consumer,Chennai,West Bengal,India,APAC,East,FUR-7803,Furniture,Chairs,Leather Executive Chair,8736.56,2,0.05,501.7,165.67,Low
F-21212,Second Class,F-725,Danielle Bond,Corporate,Bangalore,Rajasthan,India,APAC,East,FUR-8202,Furniture,Tables,Modular Work Table,8734.83,4,0.05,1072.2,165.22,High
F-21213,First Class,F-880,Joel Nichols,Corporate,Hyderabad,Rajasthan,India,APAC,West,FUR-3791,Furniture,Chairs,Ergonomic Office Chair,4126.18,1,0.0,644.61,398.28,Low
F-21214,Standard Class,F-102,Bryan Estrada,Corporate,Chennai,West Bengal,India,APAC,East,FUR-6063,Furniture,Storage,2-Door Wardrobe,4995.77,5,0.05,135.32,191.42,High
F-21215,First Class,F-626,Cody Williams,Home Office,Kolkata,Tamil Nadu,India,APAC,Central,FUR-9611,Furniture,Tables,Wooden Study Table,8332.25,4,0.05,1110.37,224.41,Low
F-21216,First Class,F-842,April Rodriguez,Consumer,Bhopal,Delhi,India,APAC,South,FUR-3387,Furniture,Chairs,Adjustable Desk Chair,8977.82,1,0.05,178.73,347.52,Low
F-21217,First Class,F-333,Tiffany Mills,Home Office,Bangalore,Karnataka,India,APAC,North,FUR-4002,Furniture,Tables,Modular Work Table,8830.92,1,0.0,1280.15,228.16,Low
F-21218,Second Class,F-925,Shawn Allen,Home Office,Jaipur,Delhi,India,APAC,North,FUR-7401,Furniture,Storage,Steel File Cabinet,6889.89,5,0.0,441.88,432.69,Medium
F-21219,Second Class,F-736,Lisa Parker,Corporate,Bhopal,Gujarat,India,APAC,West,FUR-7998,Furniture,Bookcases,Wooden Bookshelf,9528.84,4,0.0,632.81,160.8,High
F-21220,Second Class,F-895,Stephen Mcintyre,Consumer,Jaipur,Telangana,India,APAC,East,FUR-7892,Furniture,Bookcases,Compact Wall Shelf,6957.06,4,0.0,536.02,234.0,Critical
F-21221,First Class,F-283,Laura Wilkins,Home Office,Mumbai,Telangana,India,APAC,East,FUR-4844,Furniture,Chairs,Ergonomic Office Chair,9053.77,3,0.0,352.9,152.11,High
F-21222,Same Day,F-960,Denise Gutierrez,Consumer,Kolkata,Delhi,India,APAC,Central,FUR-8297,Furniture,Chairs,Ergonomic Office Chair,5893.77,4,0.1,1436.22,168.87,Low
F-21223,First Class,F-257,Adrienne Snyder,Consumer,Delhi,Delhi,India,APAC,West,FUR-8606,Furniture,Chairs,Ergonomic Office Chair,4365.12,3,0.0,205.88,466.3,High
F-21224,First Class,F-306,Jonathan Stuart,Home Office,Hyderabad,Madhya Pradesh,India,APAC,South,FUR-5898,Furniture,Bookcases,Wooden Bookshelf,9964.28,2,0.05,1439.66,206.61,Medium
F-21225,Second Class,F-621,Marcus Marshall,Corporate,Ahmedabad,Maharashtra,India,APAC,South,FUR-4179,Furniture,Bookcases,Wooden Bookshelf,8557.4,2,0.0,1329.12,276.74,High
F-21226,First Class,F-575,Kimberly Cardenas,Home Office,Mumbai,Gujarat,India,APAC,North,FUR-5628,Furniture,Tables,Modular Work Table,2993.82,2,0.1,597.51,214.32,Medium
F-21227,First Class,F-421,Brandon Thomas,Consumer,Ahmedabad,Gujarat,India,APAC,South,FUR-3989,Furniture,Bookcases,Compact Wall Shelf,7934.36,3,0.0,738.92,494.03,Medium
F-21228,Standard Class,F-150,Karen Gallagher,Consumer,Kochi,Maharashtra,India,APAC,North,FUR-8544,Furniture,Chairs,Adjustable Desk Chair,4556.55,5,0.0,124.98,104.79,Critical
F-21229,Standard Class,F-808,Eugene Summers,Home Office,Chennai,Maharashtra,India,APAC,South,FUR-1278,Furniture,Chairs,Ergonomic Office Chair,8875.07,4,0.1,828.77,443.19,Critical
F-21230,Second Class,F-162,Colleen Green,Corporate,Kochi,Karnataka,India,APAC,East,FUR-8375,Furniture,Tables,Round Coffee Table,3319.25,4,0.05,246.96,205.1,High
F-21231,Standard Class,F-826,Michael Smith,Consumer,Ahmedabad,Tamil Nadu,India,APAC,South,FUR-1219,Furniture,Bookcases,Wooden Bookshelf,6356.65,3,0.1,264.15,196.04,Medium
F-21232,Standard Class,F-744,Paul Rodriguez,Home Office,Bhopal,West Bengal,India,APAC,West,FUR-8899,Furniture,Chairs,Adjustable Desk Chair,5053.26,4,0.0,1273.48,256.39,High
F-21233,Second Class,F-798,Julie Mccormick,Corporate,Ahmedabad,Delhi,India,APAC,North,FUR-6823,Furniture,Chairs,Leather Executive Chair,5232.13,4,0.0,793.2,380.11,Low
F-21234,Second Class,F-602,Kathleen Brooks,Home Office,Delhi,Telangana,India,APAC,South,FUR-9162,Furniture,Storage,Steel File Cabinet,3179.3,3,0.0,262.29,440.3,Medium
F-21235,First Class,F-291,Mary Lopez,Home Office,Kolkata,Delhi,India,APAC,North,FUR-8685,Furniture,Chairs,Ergonomic Office Chair,8801.03,2,0.05,483.16,100.63,Critical
F-21236,Standard Class,F-231,Michael Chang,Corporate,Hyderabad,Rajasthan,India,APAC,East,FUR-2393,Furniture,Tables,Round Coffee Table,4162.9,2,0.05,225.33,349.82,Medium
